STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD_NM,SVC_INDUTY_CD_NM,THSMON_SELNG_AMT
2017,2,발달상권,치킨전문점,486975624.5277778
2017,2,발달상권,커피·음료,1639059159.18
2017,2,발달상권,패스트푸드점,611252130.4736842
2017,2,발달상권,한식음식점,5361835356.380953
2017,2,전통시장,분식전문점,158813993.01863354
2017,2,전통시장,양식음식점,304422993.5777778
2017,2,전통시장,일식음식점,193753306.43103448
2017,2,전통시장,중식음식점,114378112.25287357
2017,2,전통시장,치킨전문점,110980307.82644628
2017,2,전통시장,커피·음료,187355575.20338982
2017,2,전통시장,패스트푸드점,208730009.15492958
2017,2,전통시장,한식음식점,903512100.0348259
2017,3,골목상권,분식전문점,139223613.20902613
2017,3,골목상권,양식음식점,287193448.5652174
2017,3,골목상권,일식음식점,178372190.03921568
2017,3,골목상권,중식음식점,160881200.94144145
2017,3,골목상권,치킨전문점,141556714.95416668
2017,3,골목상권,커피·음료,185756116.3457207
2017,3,골목상권,패스트푸드점,139028901.9392157
2017,3,골목상권,한식음식점,951504215.6676737
2017,3,관광특구,분식전문점,3926573367.3333335
2017,3,관광특구,양식음식점,9064231681.166666
2017,3,관광특구,일식음식점,3929392380.5
2017,3,관광특구,중식음식점,2143352339.1666667
2017,3,관광특구,치킨전문점,1287212978.8
2017,3,관광특구,커피·음료,10608621329.166666
2017,3,관광특구,패스트푸드점,2953330973.0
2017,3,관광특구,한식음식점,26840067605.833332
2017,3,발달상권,분식전문점,925841751.9033613
2017,3,발달상권,양식음식점,1359182585.241206
2017,3,발달상권,일식음식점,996868321.9282297
2017,3,발달상권,중식음식점,541075044.1004784
2017,3,발달상권,치킨전문점,498527989.1761364
2017,3,발달상권,커피·음료,1705746346.936
2017,3,발달상권,패스트푸드점,596408652.3121693
2017,3,발달상권,한식음식점,5438185921.551587
2017,3,전통시장,분식전문점,161907887.5625
2017,3,전통시장,양식음식점,299921478.12765956
2017,3,전통시장,일식음식점,190764122.68965518
2017,3,전통시장,중식음식점,115484932.69411765
2017,3,전통시장,치킨전문점,115879712.92372881
2017,3,전통시장,커피·음료,193117057.39130434
2017,3,전통시장,패스트푸드점,200285793.1971831
2017,3,전통시장,한식음식점,911403900.225
2017,4,골목상권,분식전문점,134581983.984375
2017,4,골목상권,양식음식점,285058228.9048913
2017,4,골목상권,일식음식점,185721663.57635468
2017,4,골목상권,중식음식점,168443126.16363636
2017,4,골목상권,치킨전문점,136962973.44662923
2017,4,골목상권,커피·음료,166515413.1451247
2017,4,골목상권,패스트푸드점,141875939.09018037
2017,4,골목상권,한식음식점,954785186.6975807
2017,4,관광특구,분식전문점,4401444021.666667
2017,4,관광특구,양식음식점,9450761333.166666
2017,4,관광특구,일식음식점,4033085745.8333335
2017,4,관광특구,중식음식점,2476529836.8333335
2017,4,관광특구,치킨전문점,1327277081.6
2017,4,관광특구,커피·음료,9686727644.833334
2017,4,관광특구,패스트푸드점,2764311678.3333335
2017,4,관광특구,한식음식점,29339083405.166668
2017,4,발달상권,분식전문점,925114810.772152
2017,4,발달상권,양식음식점,1374289601.745
2017,4,발달상권,일식음식점,1043302290.3798077
2017,4,발달상권,중식음식점,589538985.5865384
2017,4,발달상권,치킨전문점,451617308.79545456
2017,4,발달상권,커피·음료,1505998103.988
2017,4,발달상권,패스트푸드점,557213006.8723404
2017,4,발달상권,한식음식점,5693782947.41502
2017,4,전통시장,분식전문점,161490330.8
2017,4,전통시장,양식음식점,280909161.0212766
2017,4,전통시장,일식음식점,211902352.21052632
2017,4,전통시장,중식음식점,123623183.12941177
2017,4,전통시장,치킨전문점,109446470.94067797
2017,4,전통시장,커피·음료,166692891.32173914
2017,4,전통시장,패스트푸드점,200657217.05714285
2017,4,전통시장,한식음식점,945679699.75
2018,1,골목상권,분식전문점,128833900.19128329
2018,1,골목상권,양식음식점,259217215.20498616
2018,1,골목상권,일식음식점,173876353.98004988
2018,1,골목상권,중식음식점,165105833.1590214
2018,1,골목상권,치킨전문점,129012544.85553998
2018,1,골목상권,커피·음료,159492142.6355353
2018,1,골목상권,패스트푸드점,130263426.5942623
2018,1,골목상권,한식음식점,910640780.2939394
2018,1,관광특구,분식전문점,4125860942.1666665
2018,1,관광특구,양식음식점,8319621587.5
2018,1,관광특구,일식음식점,3666962649.3333335
2018,1,관광특구,중식음식점,2357041033.1666665
2018,1,관광특구,치킨전문점,1241077263.8
2018,1,관광특구,커피·음료,9377017870.166666
2018,1,관광특구,패스트푸드점,2754820259.8333335
2018,1,관광특구,한식음식점,26496385364.5
2018,1,발달상권,분식전문점,912225537.8595744
2018,1,발달상권,양식음식점,1308143980.435
2018,1,발달상권,일식음식점,1002826113.0144231
2018,1,발달상권,중식음식점,588316037.062802
2018,1,발달상권,치킨전문점,439722343.64772725
2018,1,발달상권,커피·음료,1494347891.9
2018,1,발달상권,패스트푸드점,550315696.8978494
2018,1,발달상권,한식음식점,5416799164.335968
2018,1,전통시장,분식전문점,158984036.95625
2018,1,전통시장,양식음식점,278832740.5319149
2018,1,전통시장,일식음식점,189078286.7017544
2018,1,전통시장,중식음식점,125970161.49397591
2018,1,전통시장,치킨전문점,115236654.15789473
2018,1,전통시장,커피·음료,169827387.2982456
2018,1,전통시장,패스트푸드점,190762771.92753622
2018,1,전통시장,한식음식점,911681417.195
2018,2,골목상권,분식전문점,151589705.12879708
2018,2,골목상권,양식음식점,293059216.50138503
2018,2,골목상권,일식음식점,189079346.18575063
2018,2,골목상권,중식음식점,170551361.80245024
2018,2,골목상권,치킨전문점,141568029.22676057
2018,2,골목상권,커피·음료,195439868.47488585
2018,2,골목상권,패스트푸드점,140529341.14435145
2018,2,골목상권,한식음식점,1002063991.0091001
2018,2,관광특구,분식전문점,4375154263.0
2018,2,관광특구,양식음식점,8758550301.333334
2018,2,관광특구,일식음식점,3558655607.8333335
2018,2,관광특구,중식음식점,2329097378.1666665
2018,2,관광특구,치킨전문점,1305933785.4
2018,2,관광특구,커피·음료,10553466513.833334
2018,2,관광특구,패스트푸드점,2865204289.3333335
2018,2,관광특구,한식음식점,27259209645.833332
2018,2,발달상권,분식전문점,956229139.3177966
2018,2,발달상권,양식음식점,1320165294.115
2018,2,발달상권,일식음식점,1032056932.0625
2018,2,발달상권,중식음식점,577815082.3414634
2018,2,발달상권,치킨전문점,489060736.14942527
2018,2,발달상권,커피·음료,1681111634.108
2018,2,발달상권,패스트푸드점,604716845.7081081
2018,2,발달상권,한식음식점,5528459319.920949
2018,2,전통시장,분식전문점,182009616.575
2018,2,전통시장,양식음식점,281456095.82978725
2018,2,전통시장,일식음식점,195210243.03448275
2018,2,전통시장,중식음식점,127297170.53012048
2018,2,전통시장,치킨전문점,131874573.15929204
2018,2,전통시장,커피·음료,198347864.1140351
2018,2,전통시장,패스트푸드점,176831664.39130434
2018,2,전통시장,한식음식점,993280710.0301508
2018,3,골목상권,분식전문점,147700293.9877451
2018,3,골목상권,양식음식점,274182688.7050562
2018,3,골목상권,일식음식점,176801254.14211887
2018,3,골목상권,중식음식점,173777341.31104198
2018,3,골목상권,치킨전문점,137271616.76108727
2018,3,골목상권,커피·음료,187461562.4041096
2018,3,골목상권,패스트푸드점,135952384.4968017
2018,3,골목상권,한식음식점,981070179.7925102
2018,3,관광특구,분식전문점,4467946614.666667
2018,3,관광특구,양식음식점,8573598954.666667
2018,3,관광특구,일식음식점,3392676030.0
2018,3,관광특구,중식음식점,2347040843.0
2018,3,관광특구,치킨전문점,1291280846.4
2018,3,관광특구,커피·음료,10726290791.833334
2018,3,관광특구,패스트푸드점,3035058817.0
2018,3,관광특구,한식음식점,26935924064.666668
2018,3,발달상권,분식전문점,962493306.3702128
2018,3,발달상권,양식음식점,1311524384.7839196
2018,3,발달상권,일식음식점,994012939.946602
2018,3,발달상권,중식음식점,592230329.6666666
2018,3,발달상권,치킨전문점,480155936.5606936
2018,3,발달상권,커피·음료,1736755590.008
2018,3,발달상권,패스트푸드점,632014395.3934426
2018,3,발달상권,한식음식점,5451780208.335968
2018,3,전통시장,분식전문점,181978034.67701864
2018,3,전통시장,양식음식점,291421892.26666665
2018,3,전통시장,일식음식점,184926571.08620688
2018,3,전통시장,중식음식점,136560090.65853658
2018,3,전통시장,치킨전문점,126426322.08771929
2018,3,전통시장,커피·음료,199560641.45132744
2018,3,전통시장,패스트푸드점,189080469.2238806
2018,3,전통시장,한식음식점,959788500.1809045
2018,4,골목상권,분식전문점,154846137.76277372
2018,4,골목상권,양식음식점,304815359.91477275
2018,4,골목상권,일식음식점,241330863.12565446
2018,4,골목상권,중식음식점,179871186.3578125
2018,4,골목상권,치킨전문점,126200437.05627705
2018,4,골목상권,커피·음료,180346112.1084475
2018,4,골목상권,패스트푸드점,141229930.1631356
2018,4,골목상권,한식음식점,1045242787.231547
2018,4,관광특구,분식전문점,5036677443.166667
2018,4,관광특구,양식음식점,9213672547.5
2018,4,관광특구,일식음식점,4683254958.166667
2018,4,관광특구,중식음식점,2754089051.1666665
2018,4,관광특구,치킨전문점,1131103008.0
2018,4,관광특구,커피·음료,10576295694.333334
2018,4,관광특구,패스트푸드점,2886794428.1666665
2018,4,관광특구,한식음식점,31207762078.333332
2018,4,발달상권,분식전문점,1061477916.4358975
2018,4,발달상권,양식음식점,1452685544.132653
2018,4,발달상권,일식음식점,1378142615.4466019
2018,4,발달상권,중식음식점,653468003.8817734
2018,4,발달상권,치킨전문점,440099563.0406977
2018,4,발달상권,커피·음료,1677030666.6626506
2018,4,발달상권,패스트푸드점,626265094.3715847
2018,4,발달상권,한식음식점,6051465709.952191
2018,4,전통시장,분식전문점,191266640.27044025
2018,4,전통시장,양식음식점,293922347.8666667
2018,4,전통시장,일식음식점,241797818.92982456
2018,4,전통시장,중식음식점,139236600.7142857
2018,4,전통시장,치킨전문점,118246117.07894737
2018,4,전통시장,커피·음료,177157955.21052632
2018,4,전통시장,패스트푸드점,177733153.0597015
2018,4,전통시장,한식음식점,1038380130.735
2019,1,골목상권,분식전문점,137116638.9581152
2019,1,골목상권,양식음식점,246281156.20689654
2019,1,골목상권,일식음식점,163780840.57348704
2019,1,골목상권,중식음식점,155131619.8872054
2019,1,골목상권,치킨전문점,109449604.33895706
2019,1,골목상권,커피·음료,151572621.7047059
2019,1,골목상권,패스트푸드점,116982872.98617512
2019,1,골목상권,한식음식점,895136294.0386965
2019,1,관광특구,분식전문점,5861238887.333333
2019,1,관광특구,양식음식점,6516432217.666667
2019,1,관광특구,일식음식점,2836422748.8333335
2019,1,관광특구,중식음식점,2445187811.3333335
2019,1,관광특구,치킨전문점,1027534878.2
2019,1,관광특구,커피·음료,7460744585.166667
2019,1,관광특구,패스트푸드점,2265082228.8333335
2019,1,관광특구,한식음식점,28113055471.666668
2019,1,발달상권,분식전문점,981800186.8663793
2019,1,발달상권,양식음식점,1046676950.8579235
2019,1,발달상권,일식음식점,825838104.7222222
2019,1,발달상권,중식음식점,560595421.7939699
2019,1,발달상권,치킨전문점,373032939.79881656
2019,1,발달상권,커피·음료,1345945660.5853658
2019,1,발달상권,패스트푸드점,519702131.5352941
2019,1,발달상권,한식음식점,5289449857.136546
2019,1,전통시장,분식전문점,165157636.8310811
2019,1,전통시장,양식음식점,278902581.6388889
2019,1,전통시장,일식음식점,164399151.27659574
2019,1,전통시장,중식음식점,130871093.78481013
2019,1,전통시장,치킨전문점,111889611.0
2019,1,전통시장,커피·음료,139533029.25925925
2019,1,전통시장,패스트푸드점,180017925.15873015
2019,1,전통시장,한식음식점,982069051.4336735
2019,2,골목상권,분식전문점,139039829.34274194
2019,2,골목상권,양식음식점,252945872.0467626
2019,2,골목상권,일식음식점,159258662.63939393
2019,2,골목상권,중식음식점,154265649.48816028
2019,2,골목상권,치킨전문점,105277023.66134185
2019,2,골목상권,커피·음료,156519891.93413174
2019,2,골목상권,패스트푸드점,119073091.43028846
2019,2,골목상권,한식음식점,859930002.9172626
2019,2,관광특구,분식전문점,5378569897.166667
2019,2,관광특구,양식음식점,5892118114.0
2019,2,관광특구,일식음식점,2628549042.6666665
2019,2,관광특구,중식음식점,2264544087.1666665
2019,2,관광특구,치킨전문점,970057725.0
2019,2,관광특구,커피·음료,7236481003.833333
2019,2,관광특구,패스트푸드점,2242997670.5
2019,2,관광특구,한식음식점,25706393844.0
2019,2,발달상권,분식전문점,905324648.7391304
2019,2,발달상권,양식음식점,943834636.2865169
2019,2,발달상권,일식음식점,759243363.2030457
2019,2,발달상권,중식음식점,502987546.8556701
2019,2,발달상권,치킨전문점,356678358.7185629
2019,2,발달상권,커피·음료,1300865424.1788619
2019,2,발달상권,패스트푸드점,507269031.90588236
2019,2,발달상권,한식음식점,4787689800.473896
2019,2,전통시장,분식전문점,172617491.7847222
2019,2,전통시장,양식음식점,249720051.0
2019,2,전통시장,일식음식점,183928023.46341464
2019,2,전통시장,중식음식점,121550355.02702703
2019,2,전통시장,치킨전문점,108084383.63541667
2019,2,전통시장,커피·음료,149657665.45714286
2019,2,전통시장,패스트푸드점,169119003.33333334
2019,2,전통시장,한식음식점,911160853.7230769
