STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
2015,3,A,골목상권,1000022,창신2길,정체,134,53,95,47
2015,3,A,골목상권,1000058,백범로90길,다이나믹,62,43,95,47
2015,3,A,골목상권,1000111,송정12라길,상권축소,121,43,95,47
2015,3,R,전통시장,1001367,상계중앙시장,상권축소,102,38,95,47
2015,3,A,골목상권,1000388,한글비석로44길,정체,105,48,95,47
2015,3,A,골목상권,1000630,구로동로42길,다이나믹,85,41,95,47
2015,3,D,발달상권,1001188,장충동 족발거리,정체,118,62,95,47
2015,3,A,골목상권,1000236,동일로149길,상권확장,77,50,95,47
2015,3,A,골목상권,1000989,양재대로133길,다이나믹,88,46,95,47
2015,3,A,골목상권,1000747,사당로16가길,다이나믹,88,46,95,47
2015,3,A,골목상권,1000905,도산대로15길,다이나믹,62,44,95,47
2015,3,A,골목상권,1000888,강남대로140길,상권축소,108,44,95,47
2015,3,A,골목상권,1000312,화랑로1길,정체,122,47,95,47
2015,3,R,전통시장,1001319,청량리종합시장,정체,151,53,95,47
2015,3,A,골목상권,1000412,은평로10길,정체,113,55,95,47
2015,3,A,골목상권,1000153,아차산로55길,다이나믹,90,43,95,47
2015,3,A,골목상권,1000211,천호대로45길,정체,161,76,95,47
2015,3,A,골목상권,1000173,답십리로60길,정체,100,50,95,47
2015,3,A,골목상권,1000718,신길로60길,상권축소,98,39,95,47
2015,3,A,골목상권,1000677,시흥대로36길,정체,110,52,95,47
2015,3,D,발달상권,1001249,서울 은평구 불광역_2,정체,111,57,95,47
2015,3,A,골목상권,1000601,초록마을로8길,정체,97,55,95,47
2015,3,A,골목상권,1000678,시흥대로62가길,상권축소,95,43,95,47
2015,3,A,골목상권,1000670,벚꽃로56길,정체,97,50,95,47
2015,3,A,골목상권,1000697,대림로7길,상권축소,104,38,95,47
2015,3,A,골목상권,1000472,마포대로20길,정체,112,51,95,47
2015,3,A,골목상권,1000722,여의대방로35길,정체,120,49,95,47
2015,3,A,골목상권,1000443,수색로8길,상권축소,106,45,95,47
2015,3,A,골목상권,1000602,초원로16길,정체,98,52,95,47
2015,3,A,골목상권,1000753,사당로29길,상권축소,125,40,95,47
2015,3,A,골목상권,1000461,도화4길,상권축소,100,43,95,47
2015,3,A,골목상권,1000482,성미산로1길,다이나믹,95,43,95,47
2015,3,D,발달상권,1001172,어린이대공원역,상권확장,83,48,95,47
2015,3,D,발달상권,1001090,삼정역_2,다이나믹,77,41,95,47
2015,3,D,발달상권,1001112,서울 강남구 학동역_3,상권축소,100,42,95,47
2015,3,D,발달상권,1001104,삼성역_3,정체,102,54,95,47
2015,3,R,전통시장,1001379,인왕시장,정체,151,80,95,47
2015,3,A,골목상권,1000177,답십리로69길,다이나믹,87,43,95,47
2015,3,A,골목상권,1000755,사당로30길,다이나믹,72,43,95,47
2015,3,D,발달상권,1001030,양재역_2,상권확장,91,48,95,47
2015,3,A,골목상권,1000110,성수일로6길,정체,102,51,95,47
2015,3,A,골목상권,1000381,동일로242길,다이나믹,76,47,95,47
2015,3,D,발달상권,1001017,관악구 사당역_3,정체,100,50,95,47
2015,3,R,전통시장,1001481,명일골목시장,다이나믹,93,44,95,47
2015,3,A,골목상권,1000518,목동남로4길,다이나믹,86,45,95,47
2015,3,R,전통시장,1001383,공덕시장,정체,111,49,95,47
2015,3,A,골목상권,1000759,상도로47길,다이나믹,94,43,95,47
2015,3,A,골목상권,1000234,동일로139길,상권축소,101,44,95,47
2015,3,R,전통시장,1001289,용문전통시장,정체,113,52,95,47
2015,3,D,발달상권,1001094,선정릉역_1,다이나믹,78,43,95,47
2015,3,A,골목상권,1000688,당산로31길,다이나믹,87,47,95,47
2015,3,D,발달상권,1001074,대림역_2,다이나믹,84,38,95,47
2015,3,R,전통시장,1001440,노량진중앙시장,상권확장,84,49,95,47
2015,3,A,골목상권,1000256,용마산로100길,다이나믹,84,44,95,47
2015,3,A,골목상권,1000864,방배로42길,상권확장,81,48,95,47
2015,3,R,전통시장,1001465,신신림시장,정체,170,77,95,47
2015,3,A,골목상권,1000636,구로중앙로42길,정체,103,48,95,47
2015,3,A,골목상권,1000217,한천로46길,다이나믹,84,43,95,47
2015,3,A,골목상권,1000878,주흥길,상권축소,96,44,95,47
2015,3,A,골목상권,1000884,방배중앙로21길,상권축소,96,45,95,47
2015,3,A,골목상권,1000141,능동로4길,다이나믹,69,40,95,47
2015,3,A,골목상권,1000571,곰달래로47길,다이나믹,77,38,95,47
2015,3,A,골목상권,1000662,독산로50길,다이나믹,92,46,95,47
2015,3,R,전통시장,1001401,신곡종합시장,상권축소,106,47,95,47
2015,3,D,발달상권,1001169,서울 용산구 숙대입구역,정체,121,56,95,47
2015,3,R,전통시장,1001342,밤나무골시장,상권확장,81,56,95,47
2015,3,R,전통시장,1001485,고분다리골목시장,상권축소,96,41,95,47
2015,3,D,발달상권,1001255,서울 은평구 연신내역_3,다이나믹,68,38,95,47
2015,3,R,전통시장,1001291,이태원시장,정체,133,72,95,47
2015,3,R,전통시장,1001471,영동전통시장,다이나믹,91,46,95,47
2015,3,R,전통시장,1001444,상도전통시장,상권확장,89,48,95,47
2015,3,R,전통시장,1001395,목3동시장,상권축소,103,45,95,47
2015,3,A,골목상권,1000453,통일로11길,정체,143,62,95,47
2015,3,A,골목상권,1000016,자하문로7길,상권확장,91,51,95,47
2015,3,A,골목상권,1000116,왕십리로14길,다이나믹,91,44,95,47
2015,3,D,발달상권,1001190,장한평역,상권축소,102,43,95,47
2015,3,A,골목상권,1000647,부일로1길,정체,106,53,95,47
2015,3,R,전통시장,1001372,녹번시장,정체,107,59,95,47
2015,3,R,전통시장,1001464,삼성동시장,정체,123,59,95,47
2015,3,A,골목상권,1000579,공항대로61길,상권확장,77,48,95,47
2015,3,R,전통시장,1001467,우림시장,정체,107,70,95,47
2015,3,R,전통시장,1001351,솔샘시장,정체,100,56,95,47
2015,3,D,발달상권,1001193,장한평역_1,상권축소,101,43,95,47
2015,3,D,발달상권,1001064,대림역_1,다이나믹,73,45,95,47
2015,3,R,전통시장,1001287,신흥시장,정체,111,73,95,47
2015,3,D,발달상권,1001148,목동사거리,상권확장,89,50,95,47
2015,3,D,발달상권,1001079,석촌역,상권축소,133,46,95,47
2015,3,D,발달상권,1001116,영등포역_1,상권확장,91,51,95,47
2015,3,U,관광특구,1001494,종로·청계 관광특구,정체,135,59,95,47
2015,3,R,전통시장,1001274,신중부시장,정체,136,60,95,47
2015,3,R,전통시장,1001364,방학동도깨비시장,다이나믹,90,46,95,47
2015,3,A,골목상권,1000419,응암로14길,상권축소,109,46,95,47
2015,3,A,골목상권,1000017,종로24길,정체,153,57,95,47
2015,3,A,골목상권,1000656,금하로14길,상권축소,100,39,95,47
2015,3,A,골목상권,1000498,월드컵로11길,상권확장,88,48,95,47
2015,3,A,골목상권,1000403,연서로21길,다이나믹,82,43,95,47
2015,3,A,골목상권,1001000,진황도로47길,다이나믹,81,42,95,47
2015,3,A,골목상권,1000872,서초대로4길,상권확장,86,49,95,47
2015,3,A,골목상권,1000985,암사길,다이나믹,80,44,95,47
2015,3,D,발달상권,1001186,서울 서대문구 이대역,상권축소,101,44,95,47
2015,3,D,발달상권,1001160,서울 광진구 구의역,다이나믹,93,47,95,47
2015,3,A,골목상권,1000640,도림로12길,상권축소,110,39,95,47
2015,3,A,골목상권,1000137,능동로13길,다이나믹,89,39,95,47
2015,3,A,골목상권,1000335,솔매로41길,다이나믹,91,39,95,47
2015,3,A,골목상권,1000070,이태원로27길,정체,107,58,95,47
2015,3,D,발달상권,1001220,서울 종로구 동대문역_2,상권축소,98,46,95,47
2015,3,D,발달상권,1001127,서울 영등포구 여의도역_1,상권축소,104,43,95,47
2015,3,R,전통시장,1001338,돈암제일시장,정체,127,52,95,47
2015,3,A,골목상권,1000702,도림천로21길,다이나믹,79,38,95,47
2015,3,A,골목상권,1000958,송파대로30길,다이나믹,76,41,95,47
2015,3,A,골목상권,1000977,명일로13길,다이나믹,93,45,95,47
2015,3,A,골목상권,1000925,선릉로132길,상권확장,89,48,95,47
2015,3,D,발달상권,1001095,강남구 논현역_2,다이나믹,85,41,95,47
2015,3,D,발달상권,1001210,시청역_2,정체,110,55,95,47
2015,3,A,골목상권,1000776,장승배기로19길,정체,121,55,95,47
2015,3,D,발달상권,1001087,서울 강남구 선릉역_2,다이나믹,80,40,95,47
2015,3,A,골목상권,1000075,청파로71길,상권축소,126,46,95,47
2015,3,A,골목상권,1000503,월드컵로7길,다이나믹,83,39,95,47
2015,3,A,골목상권,1000054,녹사평대로46길,상권확장,67,48,95,47
2015,3,D,발달상권,1001178,서울 마포구 홍대입구역_1,다이나믹,85,44,95,47
2015,3,A,골목상권,1000356,도당로13바길,다이나믹,93,42,95,47
2015,3,A,골목상권,1000768,신대방길,정체,113,47,95,47
2015,3,A,골목상권,1000420,응암로22길,상권확장,92,49,95,47
2015,3,A,골목상권,1000103,상원12길,상권확장,92,56,95,47
2015,3,A,골목상권,1000719,양평로19길,다이나믹,95,41,95,47
2015,3,A,골목상권,1000666,독산로85길,다이나믹,91,44,95,47
2015,3,R,전통시장,1001457,봉천중앙시장,정체,141,58,95,47
2015,3,D,발달상권,1001049,개봉동 현대아파트 인근,정체,120,50,95,47
2015,3,A,골목상권,1000167,천호대로129길,다이나믹,87,47,95,47
2015,3,R,전통시장,1001412,화곡본동시장,정체,123,51,95,47
2015,3,A,골목상권,1000904,도곡로37길,다이나믹,82,40,95,47
2015,3,D,발달상권,1001093,신천역,다이나믹,94,45,95,47
2015,3,A,골목상권,1000230,동일로112길,상권축소,98,43,95,47
2015,3,A,골목상권,1000779,흑석로9길,다이나믹,84,44,95,47
2015,3,A,골목상권,1000765,서달로8가길,상권축소,118,47,95,47
2015,3,D,발달상권,1001117,강남구 신사역_2,다이나믹,86,42,95,47
2015,3,A,골목상권,1000176,답십리로68길,다이나믹,82,37,95,47
2015,3,A,골목상권,1000099,무학로6길,정체,104,51,95,47
2015,3,A,골목상권,1000986,양재대로101길,다이나믹,93,37,95,47
2015,3,A,골목상권,1000068,원효로89길,정체,104,53,95,47
2015,3,D,발달상권,1001114,강남구 신사역_1,다이나믹,86,45,95,47
2015,3,A,골목상권,1000898,논현로139길,상권확장,77,48,95,47
2015,3,A,골목상권,1000361,도봉로143길,상권축소,110,41,95,47
2015,3,A,골목상권,1000889,개포로17길,다이나믹,91,41,95,47
2015,3,A,골목상권,1000646,부일로15길,상권확장,89,50,95,47
2015,3,A,골목상권,1000828,장군봉2길,다이나믹,86,43,95,47
2015,3,A,골목상권,1000339,수유로12길,다이나믹,88,40,95,47
2015,3,A,골목상권,1000207,제기로5길,상권축소,96,44,95,47
2015,3,A,골목상권,1000774,여의대방로46길,정체,97,47,95,47
2015,3,A,골목상권,1000001,계동길,상권확장,87,54,95,47
2015,3,D,발달상권,1001221,장안동사거리,다이나믹,81,43,95,47
2015,3,D,발달상권,1001150,서울 용산구 이태원역,정체,115,57,95,47
2015,3,A,골목상권,1000301,종암로19길,정체,95,50,95,47
2015,3,A,골목상권,1000367,도봉산4길,상권확장,76,48,95,47
2015,3,R,전통시장,1001386,신수시장,상권축소,216,36,95,47
2015,3,A,골목상권,1000821,신림로65길,다이나믹,87,42,95,47
2015,3,D,발달상권,1001108,학동역,상권축소,97,47,95,47
2015,3,A,골목상권,1000900,논현로26길,상권축소,101,44,95,47
2015,3,A,골목상권,1000972,구천면로41길,다이나믹,82,41,95,47
2015,3,A,골목상권,1000689,당산로37길,상권확장,74,48,95,47
2015,3,A,골목상권,1000946,백제고분로32길,다이나믹,90,43,95,47
2015,3,A,골목상권,1000255,신내로7가길,상권확장,76,49,95,47
2015,3,D,발달상권,1001066,서울 강남구 강남역,다이나믹,74,41,95,47
2015,3,A,골목상권,1000002,난계로27길,상권축소,107,39,95,47
2015,3,A,골목상권,1000422,증산로13길,정체,112,52,95,47
2015,3,A,골목상권,1001009,천호옛길,정체,99,49,95,47
2015,3,A,골목상권,1000034,동호로10길,다이나믹,86,46,95,47
2015,3,A,골목상권,1000661,독산로40길,다이나믹,86,44,95,47
2015,3,A,골목상권,1000363,도봉로152가길,상권확장,79,48,95,47
2015,3,A,골목상권,1000174,답십리로63길,정체,108,47,95,47
2015,3,A,골목상권,1000802,남현3길,정체,101,52,95,47
2015,3,A,골목상권,1000121,용답29길,정체,97,50,95,47
2015,3,D,발달상권,1001224,서울 동대문구 신설동역_1,다이나믹,93,40,95,47
2015,3,A,골목상권,1000457,홍제내길,상권확장,85,58,95,47
2015,3,A,골목상권,1000222,겸재로29길,정체,108,50,95,47
2015,3,A,골목상권,1000320,도봉로13길,다이나믹,93,46,95,47
2015,3,A,골목상권,1000728,영등포로35길,상권축소,112,43,95,47
2015,3,A,골목상권,1000090,금호산길,정체,118,62,95,47
2015,3,D,발달상권,1001246,미아사거리_1,정체,102,47,95,47
2015,3,A,골목상권,1000786,구암길,다이나믹,91,44,95,47
2015,3,A,골목상권,1000408,연서로34길,정체,107,52,95,47
2015,3,A,골목상권,1000866,사평대로22길,다이나믹,84,46,95,47
2015,3,D,발달상권,1001035,매봉역,다이나믹,86,45,95,47
2015,3,R,전통시장,1001466,미성동도깨비시장,상권확장,90,52,95,47
2015,3,A,골목상권,1000149,뚝섬로64길,정체,110,49,95,47
2015,3,A,골목상권,1000638,구로중앙로8길,다이나믹,95,42,95,47
2015,3,A,골목상권,1000564,강서로5나길,다이나믹,86,43,95,47
2015,3,A,골목상권,1000374,시루봉로23길,정체,111,49,95,47
2015,3,D,발달상권,1001228,서울 종로구 종로5가역_3,정체,123,51,95,47
2015,3,A,골목상권,1000201,장한로5길,상권축소,98,42,95,47
2015,3,A,골목상권,1000096,마조로1길,다이나믹,87,43,95,47
2015,3,R,전통시장,1001431,영등포청과시장,정체,118,54,95,47
2015,3,A,골목상권,1001010,풍성로37가길,다이나믹,76,39,95,47
2015,3,A,골목상권,1000262,돌곶이로14길,상권축소,110,38,95,47
2015,3,R,전통시장,1001479,석촌시장,상권축소,100,46,95,47
2015,3,A,골목상권,1000479,방울내로9안길,다이나믹,95,41,95,47
2015,3,A,골목상권,1000648,새말로18길,다이나믹,80,45,95,47
2015,3,A,골목상권,1000414,은평로20길,정체,105,51,95,47
2015,3,R,전통시장,1001390,망원시장,정체,96,48,95,47
2015,3,D,발달상권,1001110,잠실역,다이나믹,83,47,95,47
2015,3,A,골목상권,1000816,신림로11길,상권확장,85,51,95,47
2015,3,A,골목상권,1000509,곰달래로2길,다이나믹,92,43,95,47
2015,3,D,발달상권,1001151,용산 전자상가_3,상권축소,114,43,95,47
2015,3,A,골목상권,1000082,한강대로7길,정체,95,55,95,47
2015,3,A,골목상권,1000680,시흥대로68길,정체,108,48,95,47
2015,3,A,골목상권,1000400,연서로13길,다이나믹,91,37,95,47
2015,3,A,골목상권,1000046,퇴계로46길,정체,131,49,95,47
2015,3,A,골목상권,1000623,고척로27다길,상권확장,76,60,95,47
2015,3,A,골목상권,1000515,남부순환로70길,상권확장,88,50,95,47
2015,3,A,골목상권,1000100,무학봉28길,상권확장,78,48,95,47
2015,3,A,골목상권,1000873,서초대로64길,상권축소,95,47,95,47
2015,3,A,골목상권,1000742,동작대로35길,정체,97,56,95,47
2015,3,A,골목상권,1000966,풍성로25길,상권축소,111,46,95,47
2015,3,A,골목상권,1000228,동일로100길,상권축소,112,46,95,47
2015,3,A,골목상권,1000115,아차산로5길,정체,104,48,95,47
2015,3,A,골목상권,1000182,무학로16길,상권축소,108,44,95,47
2015,3,A,골목상권,1000383,상계로1길,다이나믹,79,40,95,47
2015,3,A,골목상권,1000314,화랑로40길,다이나믹,92,43,95,47
2015,3,A,골목상권,1000960,양재대로64길,다이나믹,89,41,95,47
2015,3,A,골목상권,1000134,긴고랑로7길,정체,101,49,95,47
2015,3,A,골목상권,1000862,방배로18길,상권확장,86,50,95,47
2015,3,A,골목상권,1000687,국회대로56길,정체,125,52,95,47
2015,3,A,골목상권,1000033,다산로39길,상권축소,114,45,95,47
2015,3,A,골목상권,1000313,화랑로32길,상권확장,93,49,95,47
2015,3,A,골목상권,1000023,창신5길,정체,104,73,95,47
2015,3,A,골목상권,1000264,돌곶이로27길,상권축소,112,43,95,47
2015,3,A,골목상권,1000565,강서로5라길,상권축소,107,40,95,47
2015,3,A,골목상권,1000147,뚝섬로54길,다이나믹,91,37,95,47
2015,3,D,발달상권,1001248,서울 은평구 불광역_1,다이나믹,80,43,95,47
2015,3,A,골목상권,1000042,청구로17길,정체,114,56,95,47
2015,3,A,골목상권,1000787,국회단지길,정체,118,55,95,47
2015,3,A,골목상권,1000587,등촌로55길,다이나믹,73,40,95,47
2015,3,A,골목상권,1000766,성대로1길,상권축소,103,45,95,47
2015,3,A,골목상권,1000421,응암로34길,정체,117,47,95,47
2015,3,A,골목상권,1000880,효령로23길,다이나믹,82,46,95,47
2015,3,A,골목상권,1000533,신목로6길,다이나믹,86,45,95,47
2015,3,A,골목상권,1000435,가재울로6길,정체,110,54,95,47
2015,3,A,골목상권,1000593,양천로24길,다이나믹,77,43,95,47
2015,3,A,골목상권,1000721,양평로28길,정체,108,68,95,47
2015,3,A,골목상권,1000832,중앙길,상권축소,102,47,95,47
2015,3,A,골목상권,1000795,남부순환로142길,상권축소,114,46,95,47
2015,3,A,골목상권,1000804,당곡길,정체,99,53,95,47
2015,3,A,골목상권,1000745,만양로14길,상권확장,83,49,95,47
2015,3,D,발달상권,1001041,서울 강남구 수서역,다이나믹,89,47,95,47
2015,3,A,골목상권,1000615,개봉로2길,정체,95,48,95,47
2015,3,R,전통시장,1001306,노룬산골목시장,상권축소,105,46,95,47
2015,3,A,골목상권,1000260,중랑천로10길,다이나믹,91,40,95,47
2015,3,A,골목상권,1000520,목동동로8길,다이나믹,85,44,95,47
2015,3,A,골목상권,1000833,청룡8길,다이나믹,94,46,95,47
2015,3,R,전통시장,1001373,신응암시장,정체,106,68,95,47
2015,3,R,전통시장,1001418,남구로시장,정체,108,50,95,47
2015,3,A,골목상권,1000485,성지3길,다이나믹,66,41,95,47
2015,3,R,전통시장,1001332,사가정시장,상권확장,95,48,95,47
2015,3,A,골목상권,1000373,삼양로144길,다이나믹,86,39,95,47
2015,3,R,전통시장,1001270,창신골목시장,정체,122,56,95,47
2015,3,A,골목상권,1000155,아차산로78길,상권확장,85,52,95,47
2015,3,A,골목상권,1000711,선유서로24길,상권축소,114,42,95,47
2015,3,D,발달상권,1001144,국회의사당역_2,다이나믹,95,43,95,47
2015,3,R,전통시장,1001402,신월6동골목시장,상권축소,131,46,95,47
2015,3,R,전통시장,1001320,전농로터리시장,정체,134,56,95,47
2015,3,D,발달상권,1001225,신설동역,상권축소,107,33,95,47
2015,3,A,골목상권,1000553,가로공원로80길,상권확장,85,48,95,47
2015,3,A,골목상권,1000287,오패산로3길,정체,113,48,95,47
2015,3,D,발달상권,1001055,서울 서초구 서초역,상권확장,87,54,95,47
2015,3,A,골목상권,1000055,대사관로34길,다이나믹,93,37,95,47
2015,3,R,전통시장,1001438,우리시장,상권확장,93,57,95,47
2015,3,A,골목상권,1000840,양산길,정체,126,50,95,47
2015,3,A,골목상권,1000651,우마길,정체,99,64,95,47
2015,3,R,전통시장,1001275,인현시장,정체,123,51,95,47
2015,3,R,전통시장,1001378,아현가구거리상점가,정체,108,77,95,47
2015,3,R,전통시장,1001295,행당시장,정체,99,52,95,47
2015,3,D,발달상권,1001147,용산 전자상가_2,상권축소,124,43,95,47
2015,3,D,발달상권,1001217,서울 종로구 종로5가역_1,정체,136,66,95,47
2015,3,A,골목상권,1000723,여의대방로39길,상권축소,122,43,95,47
2015,3,A,골목상권,1000724,여의대방로43나길,상권확장,94,53,95,47
2015,3,R,전통시장,1001426,대명시장,정체,123,76,95,47
2015,3,R,전통시장,1001311,동부청과시장,정체,215,123,95,47
2015,3,D,발달상권,1001103,코엑스,상권확장,77,60,95,47
2015,3,R,전통시장,1001279,동평화시장,정체,105,48,95,47
2015,3,R,전통시장,1001422,오류시장,정체,117,57,95,47
2015,3,D,발달상권,1001100,강남구 논현역_3,상권확장,78,52,95,47
2015,3,R,전통시장,1001268,충신시장,정체,146,67,95,47
2015,3,R,전통시장,1001337,유영시장,정체,116,57,95,47
2015,3,R,전통시장,1001446,성대시장,상권확장,92,50,95,47
2015,3,R,전통시장,1001303,신성골목시장,정체,146,58,95,47
2015,3,R,전통시장,1001272,신설종합시장,상권축소,161,40,95,47
2015,3,R,전통시장,1001472,논현종합시장,상권축소,104,43,95,47
2015,3,R,전통시장,1001269,동문시장,상권확장,60,61,95,47
2015,3,D,발달상권,1001119,영등포역_2,정체,107,55,95,47
2015,3,A,골목상권,1000809,법원단지길,정체,101,47,95,47
2015,3,A,골목상권,1000519,목동동로12길,다이나믹,85,42,95,47
2015,3,R,전통시장,1001449,남성사계시장,정체,106,54,95,47
2015,3,A,골목상권,1000188,서울시립대로29길,상권확장,87,54,95,47
2015,3,A,골목상권,1000563,강서로5가길,상권확장,93,47,95,47
2015,3,A,골목상권,1000634,구로중앙로28길,상권확장,78,51,95,47
2015,3,A,골목상권,1000391,갈현로33길,다이나믹,75,40,95,47
2015,3,A,골목상권,1000508,곰달래로10길,상권축소,96,44,95,47
2015,3,A,골목상권,1000118,왕십리로26길,상권축소,107,46,95,47
2015,3,A,골목상권,1000341,오패산로52길,상권축소,100,46,95,47
2015,3,A,골목상권,1000038,동호로8길,상권축소,102,46,95,47
2015,3,D,발달상권,1001096,신도림역,다이나믹,60,37,95,47
2015,3,A,골목상권,1000371,방학로5길,다이나믹,85,44,95,47
2015,3,R,전통시장,1001365,공릉동도깨비시장,정체,122,49,95,47
2015,3,A,골목상권,1000693,대림로29길,다이나믹,71,42,95,47
2015,3,D,발달상권,1001140,서울 강남구 압구정역,다이나믹,89,47,95,47
2015,3,A,골목상권,1000053,녹사평대로40나길,상권확장,79,59,95,47
2015,3,R,전통시장,1001480,새마을시장,상권확장,92,50,95,47
2015,3,A,골목상권,1000286,오패산로19길,정체,110,52,95,47
2015,3,A,골목상권,1000238,동일로163길,상권확장,80,48,95,47
2015,3,A,골목상권,1000901,논현로28길,다이나믹,88,44,95,47
2015,3,R,전통시장,1001489,둔촌역전통시장,상권축소,100,42,95,47
2015,3,A,골목상권,1000731,영등포로84길,상권확장,84,52,95,47
2015,3,R,전통시장,1001360,창동골목시장,상권축소,98,45,95,47
2015,3,D,발달상권,1001183,서울 마포구 홍대입구역_2,다이나믹,78,46,95,47
2015,3,A,골목상권,1000516,남부순환로79길,정체,129,50,95,47
2015,3,A,골목상권,1000080,한강대로52길,정체,98,50,95,47
2015,3,A,골목상권,1000604,화곡로20길,다이나믹,90,44,95,47
2015,3,A,골목상권,1000913,봉은사로29길,다이나믹,84,41,95,47
2015,3,R,전통시장,1001391,망원월드컵시장,정체,98,50,95,47
2015,3,A,골목상권,1000329,삼양로24길,정체,102,49,95,47
2015,3,A,골목상권,1000959,양재대로62길,다이나믹,82,42,95,47
2015,3,A,골목상권,1000399,연서로11길,다이나믹,86,44,95,47
2015,3,A,골목상권,1000974,동남로65길,상권축소,95,42,95,47
2015,3,D,발달상권,1001166,서울 마포구 마포역_2,다이나믹,93,47,95,47
2015,3,D,발달상권,1001050,교대역_1,다이나믹,90,44,95,47
2015,3,A,골목상권,1000568,개화동로25길,정체,128,53,95,47
2015,3,A,골목상권,1000071,이태원로54길,다이나믹,72,46,95,47
2015,3,A,골목상권,1000012,옥인길,상권확장,52,70,95,47
2015,3,A,골목상권,1000474,만리재옛길,정체,113,48,95,47
2015,3,D,발달상권,1001204,서울 중구 을지로3가역_1,정체,151,56,95,47
2015,3,A,골목상권,1000582,까치산로4길,다이나믹,92,44,95,47
2015,3,A,골목상권,1000364,도봉로156길,상권확장,92,51,95,47
2015,3,A,골목상권,1000849,남부순환로325길,상권축소,103,44,95,47
2015,3,A,골목상권,1000831,조원중앙로2길,상권축소,101,45,95,47
2015,3,A,골목상권,1000984,성안로3길,상권축소,104,43,95,47
2015,3,R,전통시장,1001281,청평화시장,상권확장,88,62,95,47
2015,3,A,골목상권,1000114,아차산로15길,다이나믹,76,44,95,47
2015,3,A,골목상권,1000785,관천로22길,상권확장,76,53,95,47
2015,3,A,골목상권,1000532,신목로5길,다이나믹,82,47,95,47
2015,3,A,골목상권,1000746,만양로8길,상권확장,84,56,95,47
2015,3,A,골목상권,1000328,삼양로20길,상권확장,91,47,95,47
2015,3,A,골목상권,1000713,선유서로28길,상권확장,95,56,95,47
2015,3,R,전통시장,1001369,갈현시장,상권확장,89,64,95,47
2015,3,D,발달상권,1001243,서울 성북구 안암역,다이나믹,87,45,95,47
2015,3,A,골목상권,1000407,연서로33길,정체,102,50,95,47
2015,3,R,전통시장,1001427,현대시장,정체,101,52,95,47
2015,3,A,골목상권,1000945,백제고분로31길,다이나믹,92,43,95,47
2015,3,A,골목상권,1000982,상일로5길,다이나믹,82,43,95,47
2015,3,A,골목상권,1000154,아차산로65길,상권확장,79,48,95,47
2015,3,D,발달상권,1001077,선릉역_1,다이나믹,67,39,95,47
2015,3,A,골목상권,1000144,뚝섬로23길,다이나믹,93,44,95,47
2015,3,A,골목상권,1000351,한천로140길,다이나믹,86,39,95,47
2015,3,R,전통시장,1001453,낙성대시장,다이나믹,75,45,95,47
2015,3,A,골목상권,1000921,삼성로64길,다이나믹,85,40,95,47
2015,3,A,골목상권,1000290,인촌로1길,다이나믹,69,43,95,47
2015,3,A,골목상권,1000521,목동로19길,다이나믹,90,41,95,47
2015,3,D,발달상권,1001102,서울 강남구 학동역_1,정체,115,48,95,47
2015,3,A,골목상권,1000789,난곡로24길,정체,106,54,95,47
2015,3,A,골목상권,1000537,오목로30길,상권축소,107,43,95,47
2015,3,A,골목상권,1000378,공릉로58길,다이나믹,93,44,95,47
2015,3,A,골목상권,1000999,진황도로27길,상권확장,78,49,95,47
2015,3,A,골목상권,1000791,난곡로34길,정체,108,60,95,47
2015,3,A,골목상권,1000798,남부순환로172길,상권축소,111,47,95,47
2015,3,D,발달상권,1001230,인사동,정체,133,58,95,47
2015,3,A,골목상권,1000441,세무서2길,정체,104,51,95,47
2015,3,A,골목상권,1000119,왕십리로31길,상권확장,95,55,95,47
2015,3,A,골목상권,1000871,서초대로25길,정체,98,51,95,47
2015,3,A,골목상권,1001007,천호대로219길,상권확장,85,51,95,47
2015,3,D,발달상권,1001120,도산공원사거리_1,다이나믹,94,41,95,47
2015,3,A,골목상권,1000561,강서로47길,다이나믹,71,44,95,47
2015,3,A,골목상권,1000052,녹사평대로32길,정체,119,56,95,47
2015,3,A,골목상권,1000092,뚝섬로5길,상권확장,73,50,95,47
2015,3,A,골목상권,1000165,천호대로109길,다이나믹,78,40,95,47
2015,3,A,골목상권,1000350,한천로139가길,다이나믹,80,35,95,47
2015,3,A,골목상권,1000241,면목로21길,상권확장,88,49,95,47
2015,3,D,발달상권,1001229,서울 종로구 종로5가역_4,정체,135,59,95,47
2015,3,A,골목상권,1000525,목동중앙로3길,다이나믹,76,42,95,47
2015,3,R,전통시장,1001334,태능시장,상권축소,103,46,95,47
2015,3,A,골목상권,1000931,영동대로112길,정체,106,48,95,47
2015,3,A,골목상권,1000340,오패산로30길,다이나믹,77,44,95,47
2015,3,A,골목상권,1000049,퇴계로90길,다이나믹,85,45,95,47
2015,3,A,골목상권,1000081,한강대로62길,정체,113,55,95,47
2015,3,A,골목상권,1000645,부일로11길,다이나믹,82,44,95,47
2015,3,A,골목상권,1000757,상도로15길,정체,101,50,95,47
