STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
2017,3,A,골목상권,1000272,동소문로6길,정체,108,73,97,50
2017,3,A,골목상권,1000793,난우길,다이나믹,96,50,97,50
2017,3,A,골목상권,1000258,용마산로118길,상권축소,114,48,97,50
2017,3,A,골목상권,1000727,영등포로27길,상권축소,134,41,97,50
2017,3,A,골목상권,1000488,신촌로12길,다이나믹,77,47,97,50
2017,3,A,골목상권,1000397,수색로18길,정체,132,56,97,50
2017,3,R,전통시장,1001447,상도4동도깨비골목시장,정체,128,52,97,50
2017,3,A,골목상권,1000626,구로동로15길,다이나믹,95,45,97,50
2017,3,A,골목상권,1000326,도봉로99길,다이나믹,74,43,97,50
2017,3,A,골목상권,1000148,뚝섬로58길,다이나믹,90,48,97,50
2017,3,A,골목상권,1000028,난계로11길,정체,119,59,97,50
2017,3,A,골목상권,1000834,청룡길,상권축소,108,49,97,50
2017,3,A,골목상권,1000064,우사단로4길,상권확장,88,59,97,50
2017,3,A,골목상권,1000026,평창길,상권확장,86,67,97,50
2017,3,A,골목상권,1000285,안암로5길,상권확장,97,54,97,50
2017,3,A,골목상권,1000011,숭인동길,상권축소,119,47,97,50
2017,3,A,골목상권,1000254,사가정로54길,정체,116,56,97,50
2017,3,A,골목상권,1000991,양재대로95길,상권축소,103,44,97,50
2017,3,D,발달상권,1001154,용산 전자상가_4,상권축소,115,49,97,50
2017,3,A,골목상권,1000455,통일로39길,정체,119,51,97,50
2017,3,D,발달상권,1001196,시청역_1,정체,121,66,97,50
2017,3,A,골목상권,1000770,여의대방로22길,상권축소,102,47,97,50
2017,3,D,발달상권,1001207,서울 중구 신당역_2,정체,151,53,97,50
2017,3,A,골목상권,1000792,난곡로74길,다이나믹,86,38,97,50
2017,3,A,골목상권,1000700,도림로147길,정체,124,62,97,50
2017,3,A,골목상권,1000547,중앙로51길,상권축소,108,46,97,50
2017,3,A,골목상권,1000289,인촌로17가길,정체,101,60,97,50
2017,3,D,발달상권,1001161,건대입구역,다이나믹,51,42,97,50
2017,3,A,골목상권,1000811,봉천로13길,상권축소,105,42,97,50
2017,3,A,골목상권,1000803,남현길,상권확장,88,50,97,50
2017,3,A,골목상권,1000813,서림7길,상권확장,77,61,97,50
2017,3,A,골목상권,1000709,디지털로74길,정체,143,55,97,50
2017,3,A,골목상권,1000716,신길로42가길,정체,129,69,97,50
2017,3,A,골목상권,1000703,도신로15길,상권확장,91,53,97,50
2017,3,A,골목상권,1000762,서달로10길,정체,165,76,97,50
2017,3,A,골목상권,1000725,여의대방로61길,정체,118,58,97,50
2017,3,R,전통시장,1001336,우림골목시장,정체,115,51,97,50
2017,3,D,발달상권,1001088,삼성역_1,다이나믹,81,47,97,50
2017,3,R,전통시장,1001380,포방터시장,상권축소,99,45,97,50
2017,3,A,골목상권,1000694,대림로31길,상권축소,122,42,97,50
2017,3,R,전통시장,1001455,봉일시장,정체,113,50,97,50
2017,3,D,발달상권,1001105,서울 동작구 노량진역,상권확장,90,51,97,50
2017,3,D,발달상권,1001260,창동역,다이나믹,96,48,97,50
2017,3,D,발달상권,1001013,양재 화물트럭터미널앞_2,다이나믹,87,47,97,50
2017,3,A,골목상권,1000994,올림픽로71길,다이나믹,79,48,97,50
2017,3,D,발달상권,1001251,서울 강북구 미아삼거리역_1,다이나믹,86,49,97,50
2017,3,A,골목상권,1000005,백석동길,다이나믹,81,48,97,50
2017,3,A,골목상권,1000220,휘경로2길,상권확장,97,52,97,50
2017,3,A,골목상권,1000365,도봉로169나길,상권축소,98,48,97,50
2017,3,A,골목상권,1000869,서초대로15길,상권축소,110,48,97,50
2017,3,D,발달상권,1001131,청담역_2,상권확장,87,52,97,50
2017,3,R,전통시장,1001454,봉천제일종합시장,상권축소,132,48,97,50
2017,3,A,골목상권,1000265,돌곶이로28길,상권축소,128,50,97,50
2017,3,R,전통시장,1001451,사당시장,정체,121,56,97,50
2017,3,A,골목상권,1000050,녹사평대로11길,상권축소,119,44,97,50
2017,3,A,골목상권,1000083,한강대로88길,정체,162,62,97,50
2017,3,D,발달상권,1001032,서울 관악구 신림역_2,다이나믹,80,46,97,50
2017,3,A,골목상권,1000138,능동로19길,다이나믹,85,44,97,50
2017,3,A,골목상권,1000465,독막로8길,다이나믹,76,48,97,50
2017,3,D,발달상권,1001208,서울 중구 을지로3가역_2,정체,139,61,97,50
2017,3,A,골목상권,1000345,인수봉로79길,정체,97,51,97,50
2017,3,A,골목상권,1000975,동남로82길,정체,112,53,97,50
2017,3,D,발달상권,1001171,서울 마포구 공덕역_2,정체,126,63,97,50
2017,3,A,골목상권,1000970,고덕로61길,다이나믹,93,46,97,50
2017,3,D,발달상권,1001157,서울 강동구 천호역_1,상권축소,100,47,97,50
2017,3,A,골목상권,1000544,중앙로36길,상권축소,116,45,97,50
2017,3,R,전통시장,1001324,전곡시장,정체,117,54,97,50
2017,3,R,전통시장,1001264,통인시장,정체,112,58,97,50
2017,3,R,전통시장,1001436,사러가시장,정체,162,77,97,50
2017,3,R,전통시장,1001328,이문제일시장,상권축소,129,48,97,50
2017,3,R,전통시장,1001432,도림시장,정체,121,75,97,50
2017,3,R,전통시장,1001421,개봉중앙시장,상권축소,114,49,97,50
2017,3,R,전통시장,1001408,신월중앙시장,다이나믹,65,45,97,50
2017,3,D,발달상권,1001019,포이사거리_1,상권축소,117,49,97,50
2017,3,D,발달상권,1001059,교대역_3,상권축소,98,45,97,50
2017,3,D,발달상권,1001029,양재역_1,정체,145,53,97,50
2017,3,R,전통시장,1001345,새석관시장,정체,144,59,97,50
2017,3,A,골목상권,1000844,강남대로23길,정체,107,50,97,50
2017,3,A,골목상권,1000631,구로동로7길,상권축소,102,44,97,50
2017,3,R,전통시장,1001353,수유전통시장,정체,126,60,97,50
2017,3,A,골목상권,1000133,긴고랑로20길,정체,111,50,97,50
2017,3,D,발달상권,1001097,잠실역 롯데월드,상권확장,86,69,97,50
2017,3,A,골목상권,1000856,동산로10길,상권축소,106,48,97,50
2017,3,D,발달상권,1001016,서울 관악구 대학동_1,상권축소,98,47,97,50
2017,3,A,골목상권,1000196,장한로25길,상권축소,114,47,97,50
2017,3,A,골목상권,1000600,초록마을로3길,정체,109,53,97,50
2017,3,A,골목상권,1000342,오패산로67길,다이나믹,80,38,97,50
2017,3,A,골목상권,1000189,서울시립대로4길,상권확장,86,50,97,50
2017,3,A,골목상권,1000846,강남대로8길,다이나믹,91,50,97,50
2017,3,D,발달상권,1001187,한양시장,상권확장,88,52,97,50
2017,3,D,발달상권,1001215,서울 종로구 광화문역_1,정체,130,68,97,50
2017,3,A,골목상권,1000416,은평로8길,다이나믹,85,44,97,50
2017,3,D,발달상권,1001086,고속터미널역,정체,109,71,97,50
2017,3,R,전통시장,1001330,동원시장,상권축소,102,48,97,50
2017,3,A,골목상권,1000105,서울숲2길,다이나믹,59,45,97,50
2017,3,A,골목상권,1000965,오금로46길,다이나믹,96,49,97,50
2017,3,A,골목상권,1000918,삼성로147길,다이나믹,90,49,97,50
2017,3,A,골목상권,1000044,퇴계로12길,정체,126,63,97,50
2017,3,A,골목상권,1000706,도신로62길,정체,120,54,97,50
2017,3,A,골목상권,1000838,호암로20길,상권확장,87,54,97,50
2017,3,A,골목상권,1000004,명륜길,상권확장,82,55,97,50
2017,3,R,전통시장,1001329,동부골목시장,정체,103,52,97,50
2017,3,A,골목상권,1000502,월드컵로36길,상권확장,81,54,97,50
2017,3,A,골목상권,1000968,고덕로10길,다이나믹,89,50,97,50
2017,3,A,골목상권,1000761,상도로62길,상권확장,74,52,97,50
2017,3,A,골목상권,1000513,남부순환로40길,정체,111,50,97,50
2017,3,A,골목상권,1000911,도산대로89길,다이나믹,70,45,97,50
2017,3,A,골목상권,1000069,이촌로22길,정체,129,72,97,50
2017,3,A,골목상권,1000983,성내로5길,상권축소,99,46,97,50
2017,3,R,전통시장,1001424,남문시장,상권축소,108,48,97,50
2017,3,D,발달상권,1001200,북창동,정체,148,58,97,50
2017,3,A,골목상권,1000756,사당로8길,상권축소,107,49,97,50
2017,3,D,발달상권,1001153,당산역_1,다이나믹,82,48,97,50
2017,3,A,골목상권,1000726,영등포로25길,상권축소,100,49,97,50
2017,3,A,골목상권,1000360,도봉로114길,다이나믹,87,47,97,50
2017,3,A,골목상권,1000886,강남대로118길,다이나믹,71,41,97,50
2017,3,A,골목상권,1000309,화랑로13길,정체,100,53,97,50
2017,3,A,골목상권,1000232,동일로130길,다이나믹,92,48,97,50
2017,3,R,전통시장,1001461,신림종합시장,다이나믹,87,47,97,50
2017,3,A,골목상권,1000948,백제고분로34길,상권축소,98,46,97,50
2017,3,D,발달상권,1001075,역삼역_2,상권확장,95,53,97,50
2017,3,A,골목상권,1000085,회나무로13길,다이나믹,74,48,97,50
2017,3,R,전통시장,1001396,목4동시장,상권확장,88,50,97,50
2017,3,A,골목상권,1000213,천호대로97길,정체,131,54,97,50
2017,3,A,골목상권,1000976,동남로85길,상권확장,89,50,97,50
2017,3,A,골목상권,1000240,망우로73길,다이나믹,90,48,97,50
2017,3,A,골목상권,1000077,한강대로104길,정체,106,59,97,50
2017,3,A,골목상권,1000368,도봉산길,상권확장,90,55,97,50
2017,3,R,전통시장,1001267,종로신진시장,정체,142,66,97,50
2017,3,A,골목상권,1000223,겸재로36길,다이나믹,71,47,97,50
2017,3,A,골목상권,1000003,돈화문로11가길,정체,103,52,97,50
2017,3,A,골목상권,1000029,난계로21길,정체,125,63,97,50
2017,3,D,발달상권,1001173,서울 강동구 명일역,상권축소,112,49,97,50
2017,3,D,발달상권,1001263,서울 노원구 노원역_3,다이나믹,79,46,97,50
2017,3,A,골목상권,1000311,화랑로19길,정체,104,66,97,50
2017,3,A,골목상권,1000541,은행정로7길,다이나믹,93,44,97,50
2017,3,A,골목상권,1000104,상원길,다이나믹,87,48,97,50
2017,3,R,전통시장,1001458,인헌시장,정체,98,52,97,50
2017,3,A,골목상권,1000020,지봉로8길,정체,118,58,97,50
2017,3,A,골목상권,1000545,중앙로45길,정체,124,52,97,50
2017,3,A,골목상권,1000570,곰달래로31길,다이나믹,82,47,97,50
2017,3,A,골목상권,1000330,삼양로27길,다이나믹,73,41,97,50
2017,3,A,골목상권,1000202,장한로8길,상권축소,114,43,97,50
2017,3,A,골목상권,1000325,도봉로8길,상권확장,77,53,97,50
2017,3,A,골목상권,1001001,천중로39길,상권확장,85,51,97,50
2017,3,D,발달상권,1001146,용산구청,상권확장,63,56,97,50
2017,3,A,골목상권,1000769,양녕로26길,다이나믹,78,49,97,50
2017,3,A,골목상권,1000157,용마산로3길,상권확장,73,53,97,50
2017,3,A,골목상권,1000810,복은길,상권확장,70,53,97,50
2017,3,A,골목상권,1000850,남부순환로339길,상권축소,102,45,97,50
2017,3,A,골목상권,1000411,연서로5길,다이나믹,83,48,97,50
2017,3,A,골목상권,1000995,올림픽로77길,정체,109,52,97,50
2017,3,D,발달상권,1001045,동작구 총신대입구역_1,다이나믹,94,49,97,50
2017,3,A,골목상권,1000362,도봉로147길,다이나믹,81,44,97,50
2017,3,A,골목상권,1000754,사당로2차길,상권축소,102,47,97,50
2017,3,A,골목상권,1000140,능동로3길,상권축소,106,49,97,50
2017,3,A,골목상권,1000790,난곡로26길,정체,115,51,97,50
2017,3,A,골목상권,1000819,신림로48길,정체,152,56,97,50
2017,3,A,골목상권,1000489,신촌로28가길,정체,127,79,97,50
2017,3,A,골목상권,1000710,선유로55길,정체,107,54,97,50
2017,3,A,골목상권,1000916,봉은사로68길,다이나믹,83,42,97,50
2017,3,A,골목상권,1000695,대림로34길,상권축소,102,48,97,50
2017,3,A,골목상권,1000973,구천면로42길,정체,110,55,97,50
2017,3,A,골목상권,1000943,백제고분로21길,다이나믹,89,40,97,50
2017,3,A,골목상권,1000076,청파로73길,정체,104,65,97,50
2017,3,A,골목상권,1000572,곰달래로53길,상권확장,97,53,97,50
2017,3,A,골목상권,1000446,응암로1길,정체,98,50,97,50
2017,3,R,전통시장,1001439,대림중앙시장,다이나믹,94,43,97,50
2017,3,A,골목상권,1000125,한림말3길,상권확장,82,52,97,50
2017,3,A,골목상권,1000736,노량진로6길,정체,129,61,97,50
2017,3,A,골목상권,1000178,답십리로72길,다이나믹,94,46,97,50
2017,3,A,골목상권,1000199,장한로27가길,상권축소,113,45,97,50
2017,3,R,전통시장,1001284,서울중앙시장,정체,127,72,97,50
2017,3,A,골목상권,1000875,신반포로45길,상권축소,99,47,97,50
2017,3,A,골목상권,1000639,남부순환로97길,상권축소,98,48,97,50
2017,3,A,골목상권,1000074,청파로47나길,상권확장,91,56,97,50
2017,3,A,골목상권,1000632,구로동로8길,상권축소,112,47,97,50
2017,3,A,골목상권,1000040,삼일대로4길,정체,157,53,97,50
2017,3,A,골목상권,1000303,종암로24가길,정체,113,56,97,50
2017,3,A,골목상권,1000514,남부순환로58길,상권확장,76,55,97,50
2017,3,A,골목상권,1000102,사근동길,정체,99,69,97,50
2017,3,A,골목상권,1000714,신길로17길,상권축소,101,43,97,50
2017,3,D,발달상권,1001253,서울 은평구 연신내역_1,정체,114,65,97,50
2017,3,A,골목상권,1000927,선릉로146길,다이나믹,79,40,97,50
2017,3,A,골목상권,1000380,동일로192길,상권확장,82,53,97,50
2017,3,R,전통시장,1001355,강북종합시장,정체,105,53,97,50
2017,3,R,전통시장,1001433,영일시장,상권축소,137,50,97,50
2017,3,A,골목상권,1000429,진흥로12길,상권확장,92,61,97,50
2017,3,A,골목상권,1000057,백범로79길,상권확장,93,58,97,50
2017,3,A,골목상권,1000296,장위로50길,정체,129,59,97,50
2017,3,A,골목상권,1000906,도산대로23길,다이나믹,75,46,97,50
2017,3,A,골목상권,1000291,개운사길,상권확장,85,50,97,50
2017,3,A,골목상권,1000127,광나루로12길,상권축소,122,45,97,50
2017,3,A,골목상권,1000098,무수막길,정체,99,59,97,50
2017,3,A,골목상권,1000550,화곡로3길,상권축소,105,45,97,50
2017,3,A,골목상권,1000445,연희로10길,상권확장,92,59,97,50
2017,3,A,골목상권,1000393,갈현로7길,상권확장,88,50,97,50
2017,3,A,골목상권,1000676,시흥대로22길,정체,129,63,97,50
2017,3,A,골목상권,1000735,국사봉길,상권확장,91,58,97,50
2017,3,A,골목상권,1000691,당산로46길,상권축소,100,49,97,50
2017,3,A,골목상권,1000562,강서로47라길,상권확장,74,51,97,50
2017,3,A,골목상권,1000732,영신로9길,상권확장,95,55,97,50
2017,3,A,골목상권,1000060,소월로20길,상권확장,75,50,97,50
2017,3,A,골목상권,1000614,개봉로23가길,정체,107,54,97,50
2017,3,D,발달상권,1001202,롯데백화점,상권확장,97,70,97,50
2017,3,R,전통시장,1001477,마천시장,정체,117,55,97,50
2017,3,R,전통시장,1001404,신정제일시장,정체,106,51,97,50
2017,3,D,발달상권,1001031,서울 관악구 신림역_1,정체,100,56,97,50
2017,3,A,골목상권,1000799,남부순환로234길,다이나믹,79,49,97,50
2017,3,D,발달상권,1001125,학동사거리_2,다이나믹,79,44,97,50
2017,3,A,골목상권,1000242,면목로33길,상권축소,105,45,97,50
2017,3,D,발달상권,1001084,서울 강남구 선릉역_1,다이나믹,85,48,97,50
2017,3,D,발달상권,1001132,영등포유통상가,상권축소,107,49,97,50
2017,3,D,발달상권,1001051,보라매공원,상권확장,86,53,97,50
2017,3,A,골목상권,1000938,학동로6길,다이나믹,74,46,97,50
2017,3,A,골목상권,1000529,목동중앙서로7길,다이나믹,95,43,97,50
2017,3,R,전통시장,1001385,아현시장,정체,116,62,97,50
2017,3,A,골목상권,1000084,한남대로20길,다이나믹,71,44,97,50
2017,3,D,발달상권,1001124,서울 영등포구 영등포시장역,정체,140,56,97,50
2017,3,A,골목상권,1000780,관악로10길,상권확장,75,55,97,50
2017,3,R,전통시장,1001423,독산동 우시장,정체,151,80,97,50
2017,3,D,발달상권,1001052,뱅뱅사거리_2,다이나믹,79,43,97,50
2017,3,A,골목상권,1000704,도신로29길,상권축소,118,47,97,50
2017,3,A,골목상권,1000643,디지털로32가길,다이나믹,59,49,97,50
2017,3,A,골목상권,1000036,동호로15길,상권축소,102,40,97,50
2017,3,D,발달상권,1001139,서울 영등포구 영등포구청역,다이나믹,96,45,97,50
2017,3,A,골목상권,1000997,올림픽로80길,정체,108,50,97,50
2017,3,A,골목상권,1000293,인촌로5길,상권확장,85,52,97,50
2017,3,R,전통시장,1001358,수유북부시장,다이나믹,95,43,97,50
2017,3,D,발달상권,1001184,서울 마포구 홍대입구역_3,다이나믹,72,49,97,50
2017,3,A,골목상권,1000117,왕십리로21길,정체,122,54,97,50
2017,3,A,골목상권,1000431,통일로69길,다이나믹,88,44,97,50
2017,3,A,골목상권,1000841,양지길,정체,112,71,97,50
2017,3,A,골목상권,1000551,화곡로4길,정체,100,58,97,50
2017,3,A,골목상권,1000438,모래내로15길,상권확장,95,54,97,50
2017,3,A,골목상권,1000454,통일로37길,정체,106,56,97,50
2017,3,D,발달상권,1001142,국회의사당역_1,정체,121,63,97,50
2017,3,A,골목상권,1000937,학동로56길,다이나믹,90,48,97,50
2017,3,A,골목상권,1000685,경인로80길,상권확장,95,76,97,50
2017,3,R,전통시장,1001483,암사종합시장,정체,100,50,97,50
2017,3,R,전통시장,1001362,백운시장,다이나믹,90,49,97,50
2017,3,A,골목상권,1000336,솔매로45길,다이나믹,96,47,97,50
2017,3,R,전통시장,1001296,금남시장,정체,127,66,97,50
2017,3,D,발달상권,1001021,가산디지털단지역_1,다이나믹,68,42,97,50
2017,3,R,전통시장,1001375,증산종합시장,정체,106,63,97,50
2017,3,R,전통시장,1001434,양남시장,정체,268,56,97,50
2017,3,R,전통시장,1001487,천호시장,정체,137,58,97,50
2017,3,R,전통시장,1001310,구의시장,정체,330,87,97,50
2017,3,R,전통시장,1001346,석관시장,정체,102,52,97,50
2017,3,R,전통시장,1001475,강남개포시장,상권확장,73,51,97,50
2017,3,R,전통시장,1001304,자양골목시장,상권축소,116,46,97,50
2017,3,R,전통시장,1001349,방천골목시장,다이나믹,89,46,97,50
2017,3,U,관광특구,1001495,잠실 관광특구,상권확장,82,51,97,50
2017,3,D,발달상권,1001242,혜화역 대학로_3,상권확장,93,54,97,50
2017,3,R,전통시장,1001430,영등포전통시장,정체,99,54,97,50
2017,3,A,골목상권,1000558,강서로35길,다이나믹,89,47,97,50
2017,3,D,발달상권,1001109,강남구 논현역_4,다이나믹,93,46,97,50
2017,3,A,골목상권,1000169,경희대로4길,다이나믹,75,48,97,50
2017,3,A,골목상권,1000252,봉화산로56길,다이나믹,92,45,97,50
2017,3,A,골목상권,1000853,동광로12길,상권축소,112,50,97,50
2017,3,D,발달상권,1001182,홍익대학교 주변,다이나믹,66,45,97,50
2017,3,A,골목상권,1000543,중앙로32길,다이나믹,91,45,97,50
2017,3,A,골목상권,1000964,오금로36길,다이나믹,90,42,97,50
2017,3,D,발달상권,1001162,서울 광진구 건대입구역_1,상권확장,84,55,97,50
2017,3,A,골목상권,1000812,봉천로33길,다이나믹,89,47,97,50
2017,3,D,발달상권,1001227,종로구청,정체,107,59,97,50
2017,3,A,골목상권,1000881,효령로31길,다이나믹,78,45,97,50
2017,3,R,전통시장,1001478,방이시장,상권축소,98,49,97,50
2017,3,A,골목상권,1000268,동소문로13길,상권확장,86,55,97,50
2017,3,D,발달상권,1001137,서울 강동구 둔촌동역,정체,101,52,97,50
2017,3,A,골목상권,1000015,이화장길,정체,102,52,97,50
2017,3,A,골목상권,1000013,율곡로10길,상권축소,119,49,97,50
2017,3,D,발달상권,1001018,포이사거리_2,다이나믹,88,39,97,50
2017,3,A,골목상권,1000415,은평로3길,다이나믹,80,47,97,50
2017,3,A,골목상권,1000836,행운1길,다이나믹,96,49,97,50
2017,3,A,골목상권,1000907,도산대로30길,다이나믹,87,47,97,50
2017,3,R,전통시장,1001411,남부골목시장,상권축소,103,48,97,50
2017,3,A,골목상권,1000460,대흥로28길,정체,115,51,97,50
2017,3,A,골목상권,1000971,구천면로36길,다이나믹,89,49,97,50
2017,3,A,골목상권,1000594,양천로26길,다이나믹,95,45,97,50
2017,3,D,발달상권,1001085,서울 서초구 강남역,다이나믹,80,45,97,50
2017,3,A,골목상권,1000526,목동중앙본로7길,상권확장,86,54,97,50
2017,3,R,전통시장,1001450,남성역골목시장,상권축소,104,46,97,50
2017,3,D,발달상권,1001061,방배동카페골목,상권축소,113,46,97,50
2017,3,A,골목상권,1000031,다산로36길,상권축소,101,46,97,50
2017,3,A,골목상권,1000528,목동중앙북로8길,다이나믹,91,42,97,50
2017,3,D,발달상권,1001155,용산 전자상가_5,상권축소,129,49,97,50
2017,3,A,골목상권,1000126,한림말길,다이나믹,77,42,97,50
2017,3,A,골목상권,1000107,성덕정길,정체,120,51,97,50
2017,3,A,골목상권,1000451,충정로4길,상권확장,83,59,97,50
2017,3,A,골목상권,1000136,긴고랑로9길,다이나믹,92,47,97,50
2017,3,A,골목상권,1000671,시흥대로120길,다이나믹,84,46,97,50
2017,3,A,골목상권,1000504,월드컵로8길,다이나믹,84,46,97,50
2017,3,A,골목상권,1000433,통일로87길,정체,106,50,97,50
2017,3,A,골목상권,1000270,동소문로26가길,다이나믹,94,46,97,50
2017,3,A,골목상권,1000567,개화동로23길,정체,135,51,97,50
2017,3,A,골목상권,1000469,동교로27길,다이나믹,69,46,97,50
2017,3,A,골목상권,1000782,관악로28길,다이나믹,90,48,97,50
2017,3,A,골목상권,1000150,면목로17길,정체,108,50,97,50
2017,3,A,골목상권,1000542,중앙로25길,정체,113,51,97,50
2017,3,A,골목상권,1000935,테헤란로81길,다이나믹,85,47,97,50
2017,3,D,발달상권,1001026,구로디지털단지역,상권축소,108,47,97,50
2017,3,D,발달상권,1001022,관악구 사당역_2,다이나믹,95,49,97,50
2017,3,A,골목상권,1000043,청구로1길,상권축소,103,47,97,50
2017,3,A,골목상권,1000352,노해로60길,상권축소,99,48,97,50
2017,3,A,골목상권,1000712,선유서로25길,상권확장,90,50,97,50
2017,3,A,골목상권,1000978,상암로14길,다이나믹,91,44,97,50
2017,3,A,골목상권,1000436,독립문로8길,상권확장,91,60,97,50
2017,3,A,골목상권,1000942,마천로51길,상권축소,107,50,97,50
2017,3,A,골목상권,1000344,인수봉로72길,상권축소,101,46,97,50
2017,3,A,골목상권,1000481,성미산로11길,다이나믹,84,47,97,50
2017,3,A,골목상권,1000066,원효로41길,정체,116,51,97,50
2017,3,A,골목상권,1000796,남부순환로151길,다이나믹,96,47,97,50
2017,3,D,발달상권,1001201,서울 중구 신당역_1,정체,108,54,97,50
2017,3,A,골목상권,1001004,천호대로170길,다이나믹,87,43,97,50
2017,3,A,골목상권,1000531,신목로2길,상권축소,103,46,97,50
2017,3,A,골목상권,1000477,매봉산로2길,상권확장,64,53,97,50
2017,3,A,골목상권,1000432,통일로78길,다이나믹,90,38,97,50
2017,3,R,전통시장,1001339,정릉아리랑시장,정체,110,56,97,50
2017,3,A,골목상권,1000014,율곡로16길,정체,159,53,97,50
2017,3,A,골목상권,1001002,천중로51길,다이나믹,90,42,97,50
2017,3,D,발달상권,1001089,삼정역_1,상권축소,100,45,97,50
2017,3,A,골목상권,1000616,개봉로3길,상권축소,108,44,97,50
2017,3,R,전통시장,1001286,후암시장,상권확장,93,76,97,50
2017,3,A,골목상권,1000510,곰달래로3길,상권축소,98,45,97,50
2017,3,A,골목상권,1000499,월드컵로16길,다이나믹,86,46,97,50
2017,3,A,골목상권,1000733,국사봉1길,상권축소,108,48,97,50
2017,3,A,골목상권,1000592,양천로24가길,상권축소,104,47,97,50
2017,3,A,골목상권,1000930,언주로81길,다이나믹,76,44,97,50
2017,3,A,골목상권,1000996,올림픽로78길,상권축소,119,48,97,50
2017,3,R,전통시장,1001298,성동용답상가시장,상권축소,105,48,97,50
2017,3,A,골목상권,1000355,도당로13가길,다이나믹,81,45,97,50
2017,3,A,골목상권,1000101,무학봉길,상권확장,96,60,97,50
2017,3,R,전통시장,1001415,방신전통시장,상권축소,105,49,97,50
2017,3,A,골목상권,1000764,서달로15길,정체,108,58,97,50
2017,3,A,골목상권,1000200,장한로27길,상권축소,108,46,97,50
2017,3,A,골목상권,1000139,능동로34길,상권확장,75,54,97,50
2017,3,D,발달상권,1001015,서울 금천구 독산1동_1,다이나믹,65,45,97,50
2017,3,A,골목상권,1000910,도산대로81길,다이나믹,87,45,97,50
2017,3,A,골목상권,1000190,약령시로17길,정체,131,57,97,50
2017,3,A,골목상권,1000452,충정로6길,정체,106,57,97,50
2017,3,A,골목상권,1000500,월드컵로19길,다이나믹,79,47,97,50
2017,3,D,발달상권,1001080,서울 송파구 석촌역_1,상권축소,120,41,97,50
2017,3,A,골목상권,1000439,북아현로4길,정체,123,58,97,50
2017,3,R,전통시장,1001488,성내골목시장,다이나믹,93,44,97,50
2017,3,D,발달상권,1001028,서울 관악구 서울대입구역_2,정체,105,57,97,50
2017,3,A,골목상권,1000193,왕산로43길,상권축소,105,46,97,50
2017,3,A,골목상권,1000699,도림로112길,상권확장,80,54,97,50
2017,3,A,골목상권,1000032,다산로38길,정체,103,52,97,50
2017,3,A,골목상권,1000538,오목로3길,상권확장,83,54,97,50
2017,3,A,골목상권,1000283,솔샘로6길,정체,110,60,97,50
2017,3,A,골목상권,1000478,모래내로7길,상권확장,95,53,97,50
2017,3,A,골목상권,1000243,면목로45길,다이나믹,82,48,97,50
2017,3,A,골목상권,1000348,한천로130길,다이나믹,91,44,97,50
2017,3,A,골목상권,1000492,양화로1길,다이나믹,64,49,97,50
2017,3,A,골목상권,1000319,덕릉로41길,상권축소,98,40,97,50
2017,3,R,전통시장,1001271,동묘시장,상권축소,112,46,97,50
2017,3,A,골목상권,1000021,창경궁로35길,상권확장,85,65,97,50
2017,3,A,골목상권,1000333,삼양로77길,상권확장,82,55,97,50
2017,3,D,발달상권,1001126,서울 양천구 신정네거리역_2,정체,106,57,97,50
2017,3,A,골목상권,1000191,왕산로32길,정체,146,51,97,50
2017,3,A,골목상권,1000654,가산로3길,상권축소,116,48,97,50
2017,3,A,골목상권,1000740,동작대로29길,상권축소,106,49,97,50
2017,3,A,골목상권,1000130,광나루로37길,정체,162,61,97,50
2017,3,A,골목상권,1000690,당산로38길,상권확장,88,50,97,50
2017,3,A,골목상권,1000667,문성로5길,다이나믹,91,42,97,50
2017,3,A,골목상권,1000824,양녕로6길,정체,100,53,97,50
2017,3,D,발달상권,1001036,문정역,다이나믹,75,40,97,50
2017,3,A,골목상권,1000752,사당로26길,다이나믹,79,42,97,50
2017,3,A,골목상권,1000280,삼선교로16가길,상권확장,95,50,97,50
2017,3,A,골목상권,1000998,올림픽로98길,다이나믹,92,44,97,50
2017,3,A,골목상권,1000683,가마산로61길,상권축소,107,46,97,50
2017,3,A,골목상권,1000208,천장산로7길,상권확장,92,63,97,50
2017,3,A,골목상권,1000674,시흥대로150길,상권축소,101,46,97,50
2017,3,A,골목상권,1000979,상암로4길,다이나믹,85,45,97,50
2017,3,A,골목상권,1000507,가로공원로58길,상권축소,122,45,97,50
2017,3,A,골목상권,1000418,응암로13길,정체,108,50,97,50
2017,3,A,골목상권,1000501,월드컵로25길,다이나믹,85,48,97,50
2017,3,A,골목상권,1000596,양천로71길,상권확장,94,52,97,50
2017,3,A,골목상권,1000359,도봉로109길,다이나믹,79,48,97,50
2017,3,A,골목상권,1000903,논현로8길,상권축소,109,45,97,50
2017,3,A,골목상권,1000649,신도림로13길,정체,134,66,97,50
2017,3,A,골목상권,1000395,서오릉로21길,정체,104,51,97,50
2017,3,A,골목상권,1000253,사가정로42길,상권축소,105,43,97,50
