"sr","ssd","y1trend","y3trend","randommean","randomsd"
1,12909618.1838618,-2.14136707299642e-07,3.75438945779687e-07,232172619983777,3260185.05163838
4,12909618.1838618,-2.14136707299642e-07,3.75438945779687e-07,232172619983777,3260185.05163838
3,12909618.1838618,-2.14136707299642e-07,3.75438945779687e-07,232172619983777,3260185.05163838
2,12909618.1838618,-2.14136707299642e-07,3.75438945779687e-07,232172619983777,3260185.05163838
