"sr","ssd","y1trend","y3trend","randommean","randomsd"
1,6346078.6969926,3.59845521902433e-07,3.49718972484742e-07,174936809961062,2871157.02351079
3,6346078.6969926,3.59845521902433e-07,3.49718972484742e-07,174936809961062,2871157.02351079
2,6346078.6969926,3.59845521902433e-07,3.49718972484742e-07,174936809961062,2871157.02351079
4,6346078.6969926,3.59845521902433e-07,3.49718972484742e-07,174936809961062,2871157.02351079
