"sr","ssd","y1trend","y3trend","randommean","randomsd"
1,13434583.1730211,-2.63179195382484e-07,2.05383514188733e-07,1126160928537232,7279186.71924813
3,13434583.1730211,-2.63179195382484e-07,2.05383514188733e-07,1126160928537232,7279186.71924813
2,13434583.1730211,-2.63179195382484e-07,2.05383514188733e-07,1126160928537232,7279186.71924813
4,13434583.1730211,-2.63179195382484e-07,2.05383514188733e-07,1126160928537232,7279186.71924813
