"sr","ssd","y1trend","y3trend","randommean","randomsd"
1,37494980.7509172,3.28299993862657e-08,1.07097488984289e-07,5018654270205861,15336731.9003803
3,37494980.7509172,3.28299993862657e-08,1.07097488984289e-07,5018654270205861,15336731.9003803
2,37494980.7509172,3.28299993862657e-08,1.07097488984289e-07,5018654270205861,15336731.9003803
4,37494980.7509172,3.28299993862657e-08,1.07097488984289e-07,5018654270205861,15336731.9003803
