"sr","ssd","y1trend","y3trend","randommean","randomsd"
3,4380803.37152075,5.12598982518901e-11,2.86396136818812e-07,116788980248128,2291882.68176006
2,4380803.37152075,5.12598982518901e-11,2.86396136818812e-07,116788980248128,2291882.68176006
1,4380803.37152075,5.12598982518901e-11,2.86396136818812e-07,116788980248128,2291882.68176006
4,4380803.37152075,5.12598982518901e-11,2.86396136818812e-07,116788980248128,2291882.68176006
