"sr","ssd","y1trend","y3trend","randommean","randomsd"
1,5250815.70471581,-4.00293784260431e-07,2.78906696006787e-07,149769467324004,2629235.44106589
3,5250815.70471581,-4.00293784260431e-07,2.78906696006787e-07,149769467324004,2629235.44106589
2,5250815.70471581,-4.00293784260431e-07,2.78906696006787e-07,149769467324004,2629235.44106589
4,5250815.70471581,-4.00293784260431e-07,2.78906696006787e-07,149769467324004,2629235.44106589
