"sr","ssd","y1trend","y3trend","randommean","randomsd"
1,5278032.16542322,-2.22687258243908e-07,-6.0334779541163e-08,131277812548360,2441806.09340317
4,5278032.16542322,-2.22687258243908e-07,-6.0334779541163e-08,131277812548360,2441806.09340317
3,5278032.16542322,-2.22687258243908e-07,-6.0334779541163e-08,131277812548360,2441806.09340317
2,5278032.16542322,-2.22687258243908e-07,-6.0334779541163e-08,131277812548360,2441806.09340317
